src,tgt
"Now it's online, but he sat through that.",mais il a supporté tout ça.
And so you have this record and -- This is my great-great-grandmother.,"Donc on a ces archives et, voici mon arrière-arrière-grand-mère."
This is the only picture I have.,C'est la seule photo que j'ai. Penser
"And to think of what we have the ability to do with our blogs; to think about the people that are on those $100 computers, talking about who they are, sharing these personal stories -- this is an amazing thing.","à ce qu'on peut faire avec nos blogs; penser aux gens qui sont sur ces ordinateurs à 100 dollars à dire qui ils sont, à partager ces histoires personnelles, c'est incroyable."
"Another photo that has greatly influenced me, or a series of photos, is this project that's done by an Argentinean man and his wife.","Une autre photo qui m'a beaucoup influencée, ou une série de photos, c'est ce projet fait par un Argentin ou sa -- et sa femme."
"And he's basically taking a picture of his family every day for the past, what is '76? -- 20 ... Oh my God, I'm '77 -- 29 years?","Il prend une photo de sa famille tous les jours depuis -- ça fait combien depuis 76 -- 20 ans, oh là là, je suis de 77 --"
Twenty-nine years.,29 ans? 29 ans.
"There was a joke, originally, about my graph that I left out, which is: You see all this math? I'm just happy I was able to add it up to 100, because that's my skill set.","Il y avait une blague, à l'origine, sur un graphique que j'ai publié que, vous voyez tous ces calculs? Je suis heureuse d'avoir pu aller jusqu'à 100, parce que c'est ma limite en calcul."
"So you have these people aging, and now this is them today, or last year.","Vous avez tous donc ces gens qui vieillissent, et maintenant c'est eux aujourd'hui, ou l'année dernière,"
"And that's a powerful thing to have, to be able to track this.","et c'est très fort, de pouvoir le retracer."
I wish that I would have this of my family.,J'aimerais avoir la même chose pour ma famille.
"I know that one day my children will be wondering -- or my grandchildren, or my great-grandchildren, if I ever have children -- what I am going to -- who I was. So I do something that's very narcissistic -- I am a blogger -- that is an amazing thing for me, because it captures a moment in time every day.","Je sais que un jour mes enfants se demanderont -- ou mes petits-enfants, ou mes arrières petits-enfants, si un jour j'ai des enfants -- ce que je vais -- qui j'étais, et donc je fais un geste très narcissique. Je suis une blogueuse -- c'est une chose incroyable pour moi, car ça saisit un moment de vie tous les jours."
I take a picture of myself -- I've been doing this since last year -- every single day.,Je prends une photo de moi -- je le fais depuis l'an dernier -- de moi tous les jours.
"And, you know, it's the same picture; it's basically the same person.",C'est la même photo ; c'est en gros la même personne.
Only a couple of people read it.,"Seules quelques personnes le lisent. Je n'écris pas pour un public,"
"I don't write this for this audience; I'm showing it now, but I would go insane if this was really public.","je le montre maintenant, mais ça me rendrait folle si c'était vraiment publié."
"About four people probably read it, and they tell me, ""You haven't updated.""","Quatre personnes doivent le lire, et ils me disent, tu n'as pas fait de mises à jour --"
I'm probably going to get people telling me I haven't updated.,je vais probablement avoir des gens qui me diront que je n'ai pas mis à jour --
"But this is amazing, because I can go back to a day -- to April 2005, and say, what was I doing this day?","mais c'est une chose incroyable, parce que je peux revenir à un jour -- je peux revenir à avril 2005,"
"I look at it, I know exactly.","et dire, je faisais quoi ce jour-là? Je le regarde, je le sais exactement."
It's this visual cue that is so important to what we do.,C'est ce rappel visuel qui est si important dans ce qu'on fait.
"I put the bad pictures up too, because there are bad pictures.","Je mets aussi les mauvaises photos, parce qu'il y a de mauvaises photos."
And I remember instantly: I am in Germany in this -- I had to go for a one-day trip.,"Je me rappelle tout de suite : là, je suis en Allemagne -- je devais y aller pour une journée."
"I was sick, and I was in a hotel room, and I wanted not to be there.","J'étais malade, et j'étais dans une chambre d'hôtel et je ne voulais pas être là. Donc on le voit."
"And so you see these things, it's not just always smiling. Now I've kind of evolved it, so I have this look.","Il n'y a pas que les sourires. Maintenant j'ai évolué, donc j'ai cette tête-là."
"If you look at my driver's license, I have the same look, and it's a pretty disturbing thing, but it's something that is really important.","Si vous regardez mon permis de conduire j'ai le même air, et c'est assez troublant mais c'est vraiment important."
"And the last story I really want to tell is this story, because this is probably the one that means the most to me in all of what I'm doing.","La dernière histoire que je veux raconter est la suivante, parce que c'est probablement celle qui m'importe le plus dans tout ce que je fais."
"I'll probably get choked up, because I tend to when I talk about this.","Je vais sans doute avoir la gorge serrée, ça m'arrive quand j'en parle."
"So, this woman, her name was Emma, and she was a blogger on our service, TypePad.","Donc, cette femme, elle s'appelait Emma, c'était une blogueuse sur notre service, TypePad. Elle testait la nouvelle version,"
"And she was a beta tester, so she was there right when we opened -- you know, there was 100 people.","elle était là depuis nos débuts -- vous savez, il y avait 100 personnes --"
And she wrote about her life dealing with cancer.,et elle a écrit sur sa vie avec le cancer.
"She was writing and writing, and we all started reading it, because we had so few blogs on the service, we could keep track of everyone.","Elle écrivait et elle écrivait et elle écrivait, nous nous sommes tous mis à la lire, car nous avions si peu de blogs, nous pouvions suivre tout le monde."
"And she was writing one day, and then she disappeared for a little bit.","Un jour, elle écrivait, et puis, elle a disparu pendant un moment."
"And her sister came on, and she said that Emma had passed away.",Sa sœur est venue sur le blog et a dit
"And all of our support staff who had talked to her were really emotional, and it was a very hard day at the company.","qu'Emma était morte. Tous les employés du support technique qui lui avaient parlé étaient très émus, et ça a été une journée très dure dans la société. C'était --"
"And this was one of those instances where I realized how much blogging affects our relationship, and flattening this sort of world.","c'est l'un des cas où j'ai compris à quel point le fait de bloguer affecte nos relations, et aplatit ce genre de monde."
"That this woman is in England, and she lives -- she lived -- a life where she was talking about what she was doing.","Que cette femme en Angleterre, qui vit -- dans sa vie, elle parlait d'elle -- de ce qu'elle faisait."
"But the big thing that really influenced us was, her sister wrote to me, and she said -- and she wrote on this blog -- that writing her blog during the last couple of months of her life was probably the best thing that had happened to her, and being able to talk to people and to share what was going on, and being able to write and receive comments.","Mais ce qui nous a vraiment marqués, c'est que sa sœur m'a écrit pour dire... elle a écrit sur ce blog, que d'écrire sur son blog pendant les derniers mois de sa vie était probablement la meilleure chose qui lui soit arrivée et pouvoir parler aux gens, pouvoir partager ce qui se passait, et pouvoir écrire et recevoir des commentaires."
"And that was amazing, to be able to know that we had empowered that, and that blogging was something that she felt comfortable doing, and the idea that blogging doesn't have to be scary, that we don't always have to be attack of the blogs, that we can be people who are open, and wanting to help and talk to people.","C'était incroyable. Être en mesure de savoir que nous avions permis ça, et qu'écrire sur un blog était une chose qu'elle appréciait, et que l'idée que tenir un blog n'est pas forcément effrayante, que ce n'est pas forcément l'attaque des blogs, que nous pouvons être des gens ouverts, voulant aider et parler aux gens."
That was an amazing thing.,C'était incroyable.
"And so I printed out and sent a PDF of her blog to her family, and they passed it out at her memorial service, and even in her obituary, they mentioned her blog, because it was such a big part of her life.","Et -- donc j'ai imprimé son -- ou j'ai envoyé un PDF de son blog à sa famille, et ils l'ont distribué à son enterrement, et même dans son annonce de décès, ils ont cité son blog parce qu'il était tellement important dans sa vie."
And that's a huge thing.,Et c'est énorme.
"So, this is her legacy, and I think that my call to action to all of you is: think about blogs, think about what they are, think about what you've thought of them, and then actually do it, because it's something that's really going to change our lives.","Donc, ceci est son héritage, et je pense que ma demande à chacun d'entre vous c'est de penser aux blogs, à ce qu'ils sont, de penser à ce que vous en avez pensé, et ensuite d'en tenir un, parce que c'est une chose qui va vraiment changer nos vies."
"So, thank you.","Donc, merci."
"I'm Michael Shermer, director of the Skeptics Society, publisher of ""Skeptic"" magazine.","Bonjour, je suis Michael Shermer, directeur de la Skeptics Society, l'éditeur de Skeptic magazine."
"We investigate claims of the paranormal, pseudo-science, fringe groups and cults, and claims of all kinds between, science and pseudo-science and non-science and junk science, voodoo science, pathological science, bad science, non-science, and plain old non-sense.","Nous enquêtons sur les faits prétenduement paranormaux, les pseudo-sciences, les groupes sectaires, et les croyances de toutes sortes qu'on peut trouver au milieu : science, pseudo-science, non-science, science poubelle, science vaudou, science pathologique, mauvaise science, non-science, et absurdité pure et simple."
"And unless you've been on Mars recently, you know there's a lot of that out there.","Et à moins que vous ayez vécu sur Mars récemment, vous savez qu'il y a beaucoup de tout ça ici-bas."
"Some people call us debunkers, which is kind of a negative term.","Certains nous appellent démystificateurs, ce qui est un terme un peu péjoratif."
"But let's face it, there's a lot of bunk.","Mais voyons les choses en face : il y a beaucoups de mythes,"
"We are like the bunko squads of the police departments out there -- well, we're sort of like the Ralph Naders of bad ideas,  trying to replace bad ideas with good ideas.","et nous sommes comme une escouade de police anti-mythes qui essaie de faire le ménage. Nous sommes un peu les Ralph Nader des mauvaises idées,  on essaie de remplacer les mauvaises idées par de bonnes idées."
I'll show you an example of a bad idea.,Je vais vous montrer un exemple de mauvaise idée.
"I brought this with me, this was given to us by NBC Dateline to test.",J'ai apporté ça avec moi. C'est l'émission NBC Dateline qui nous l'a confié pour le tester.
It's produced by the Quadro Corporation of West Virginia.,C'est la -- c'est fabriqué par Quadro Corporation en Virginie de l'Ouest.
It's called the Quadro 2000 Dowser Rod.,Ca s'appelle la Baguette de Sourcier Quadro 2000.
This was being sold to high-school administrators for $900 apiece.,C'était vendu 900$ l'unité à des responsables de lycée.
It's a piece of plastic with a Radio Shack antenna attached to it.,C'est un morceau de plastique attaché à une antenne de chez Radio Shack.
"You could dowse for all sorts of things, but this particular one was built to dowse for marijuana in students' lockers.","On peut chercher toutes sortes de choses avec une baguette de sourcier, mais celle-ci a été conçue pour trouver de la marijuana dans les casiers des étudiants."
"So the way it works is you go down the hallway, and you see if it tilts toward a particular locker, and then you open the locker.","Voila comment ça marche, on traverse le couloir et on regarde si ça penche devant un casier en particulier, puis on ouvre le casier en question."
So it looks something like this.,Voila ce que ça donne.
I'll show you.,Je vais vous montrer.
"Well, it has kind of a right-leaning bias.","Non, il...bon, je pense qu'il penche un peu à droite."
"Well, this is science, so we'll do a controlled experiment.","Je vais vous montrer... c'est de la science, donc on va faire une expérience controlée."
It'll go this way for sure.,Il ira de ce côté bien sûr.
"Sir, do you want to empty your pockets, please, sir?","Monsieur, vous voulez bien ouvrir vos poches s'il vous plait?"
"So the question was, can it actually find marijuana in students' lockers?","Donc, la question était, est-ce que ça peut vraiment détecter de la marijuana dans les casiers des étudiants?"
"And the answer is, if you open enough of them, yes.",Et la réponse est oui...si on en ouvre assez.
"But in science, we have to keep track of the misses, not just the hits.","Mais en science, on doit tenir compte des échecs, pas seulement des succès."
"And that's probably the key lesson to my short talk here: This is how psychics work, astrologers, tarot card readers and so on.","Et c'est probablement la leçon clé de mon bref exposé ici, c'est comme ça que fonctionnent les mediums, les astrologues, les tireurs de cartes, etc..."
People remember the hits and forget the misses.,Les gens se souviennent des succès; ils oublient les fois où ça rate.
"In science, we keep the whole database, and look to see if the number of hits somehow stands out from the total number you'd expect by chance.","En science, nous devons conserver toutes les données, et voir si le nombre de succès se distingue du résultat qu'on obtiendrait par simple chance."
"In this case, we tested it.","Pour ce cas, nous avons fait le test."
"We had two opaque boxes: one with government-approved THC marijuana, and one with nothing.","Nous avions deux boites opaques, une contenant de la marijuana approuvée par le gouvernement, et une autre vide."
And it got it 50 percent of the time -- which is exactly what you'd expect with a coin-flip model.,et la baguette est tombée juste une fois sur deux... ...ce qui est exactement ce qu'on obtient à pile ou face.
So that's just a fun little example here of the sorts of things we do.,C'est un petit exemple marrant des choses que nous faisons.
"""Skeptic"" is the quarterly publication. Each one has a particular theme.",Skeptic est une publication trimestrielle.
This one is on the future of intelligence.,"Chacune a un thème particulier, celle-ci traite du futur de l'intelligence."
Are people getting smarter or dumber?,Est-ce que les gens deviennent plus malins ou plus bêtes?
"I have an opinion of this myself because of the business I'm in, but in fact, people, it turns out, are getting smarter.","J'ai une idée sur la question à cause du milieu où je travaille. Mais, en fait, il s'avère que les gens deviennent plus intelligents."
"Three IQ points per 10 years, going up.",3 points de QI en plus tous les 10 ans.
Sort of an interesting thing.,C'est assez intéressant.
"With science, don't think of skepticism as a thing, or science as a thing.","En science, ne voyez pas le scepticisme comme une chose, ni même la science comme une chose."
Are science and religion compatible?,Est-ce que la science et la religion sont compatibles?
"It's like, are science and plumbing compatible?",C'est comme demander si la science et la plomberie sont compatibles.
They're just two different things.,C'est -- ce sont juste 2 choses différentes.
Science is not a thing. It's a verb.,"La science n'est pas une chose, c'est un verbe."
It's a way of thinking about things.,C'est une façon de penser les choses.
It's a way of looking for natural explanations for all phenomena.,c'est une manière de chercher des explications naturelles pour tous les phénomènes.
"I mean, what's more likely: that extraterrestrial intelligences or multi-dimensional beings travel across vast distances of interstellar space to leave a crop circle in Farmer Bob's field in Puckerbrush, Kansas to promote skeptic.com, our web page?","Par exemple, qu'est ce qui a le plus de chances d'arriver -- que des intelligences extraterrestres, ou des êtres multi-dimensionnels traversent des distances cosmiques pour laisser un dessin dans le champ de Bob le fermier à Puckerbrush au Kansas, pour faire la pub de notre site skeptic.com?"
"Or is it more likely that a reader of ""Skeptic"" did this with Photoshop?",Ou bien est ce qu'il y a plus de chances que ce soit un lecteur de Skeptic qui ait fait ça sur Photoshop?
And in all cases we have to ask --  What's the more likely explanation?,"Et dans chaque cas, nous devons nous demander --  -- quelle est l'explication la plus probable?"
"Before we say something is out of this world, we should first make sure that it's not in this world.","Et avant de dire que quelque chose vient d'ailleurs, on devrait d'abord s'assurer qu'elle ne vient pas de ce monde."
"What's more likely: that Arnold had extraterrestrial help in his run for the governorship, or that the ""World Weekly News"" makes stuff up?",Qu'est ce qui est plus probable -- que Arnold ait reçu un petit coup de pouce extraterrestre dans sa course à la gouvernance? Ou que le World Weekly News ait inventé cette histoire?
The same theme is expressed nicely here in this Sidney Harris cartoon.,Le même thème est joliment abordé dans ce dessin de Sidney Harris.
"For those of you in the back, it says here: ""Then a miracle occurs.","Pour ceux du fond, ça dit ""Puis un miracle se produit."""
"I think you need to be more explicit here in step two.""","""Je pense que vous devriez être plus explicite dans l'étape 2."""
This single slide completely dismantles the intelligent design arguments.,"Cette simple vignette démonte complètement les arguments du ""design intelligent""."
There's nothing more to it than that.,Ce n'est rien de plus que ça.
"You can say a miracle occurs, it's just that it doesn't explain anything or offer anything.",Vous pouvez dire qu'un miracle se produit. C'est juste que ça n'explique rien.
There's nothing to test.,Ca ne propose rien. Il n'y a rien à mettre à l'épreuve.
It's the end of the conversation for intelligent design creationists.,C'est la fin de la conversation pour les créationnistes du design intelligent.
"And it's true, scientists sometimes throw terms out as linguistic place fillers -- dark energy or dark matter, something like that -- until we figure out what it is, we'll call it this.","Alors que -- et c'est vrai, les scientifiques utilisent parfois des bouche-trous linguistiques comme énergie noire, ou matière noire, ou quelque chose dans le genre. Jusqu'à ce qu'on ait trouvé ce que c'est, on l'appelera comme ça."
It's the beginning of the causal chain for science.,C'est le début de la chaine causale pour la science.
"For intelligent design creationists, it's the end of the chain.","Pour les créationnistes, c'est la fin de la chaine."
"So again, we can ask this: what's more likely?","Alors une fois de plus, on peut poser la question -- qu'est ce qui est le plus probable --"
"Are UFOs alien spaceships, or perceptual cognitive mistakes, or even fakes?","est-ce que les OVNI sont des vaisseaux extraterrestres, ou des erreurs de perception cognitive, ou même des canulars?"
"This is a UFO shot from my house in Altadena, California, looking down over Pasadena.","Voici un OVNI pris depuis ma maison à Altadena, en Californie, en regardant vers Pasadena."
"And if it looks a lot like a Buick hubcap, it's because it is.","Et si ça ressemble à un enjoliveur de Buick, c'est parce que c'en est un."
"You don't even need Photoshop or high-tech equipment, you don't need computers.","Vous n'avez même pas besoin de Photoshop, vous n'avez pas besoin d'équipement de pointe, vous n'avez pas besoin d'ordinateurs."
This was shot with a throwaway Kodak Instamatic camera.,Cette photo a été prise avec un appareil jetable Kodak Instamatic.
You just have somebody off on the side with a hubcap ready to go.,Il suffit d'avoir quelqu'un hors champ prêt à lancer l'enjoliveur.
Camera's ready -- that's it.,L'appareil photo est prêt -- c'est dans la boîte.
"So, although it's possible that most of these things are fake or illusions or so on, and that some of them are real, it's more likely that all of them are fake, like the crop circles.","Donc, bien qu'il soit possible que la plupart des OVNI soient des faux ou des illusions, ou autre, et que certains d'entre eux soient réels, il est plus probable qu'ils soient tous des faux, comme les motifs dans les champs."
"On a more serious note, in all of science we're looking for a balance between data and theory.","Pour parler plus sérieusement, en science on cherche toujours l'équilibre entre données et théorie."
"In the case of Galileo, he had two problems when he turned his telescope to Saturn.","Dans le cas de Galilée, il avait 2 problèmes quand il tourna son téléscope vers Saturne."
"First of all, there was no theory of planetary rings.","Pour commencer, il n'y avait pas de théorie des anneaux planétaires."
"Second of all, his data was grainy and fuzzy, and he couldn't quite make out what he was looking at.","Ensuite, ses données étaient granuleuses et floues, et il ne savait pas vraiment ce qu'il était en train de regarder."
"So he wrote that he had seen -- ""I have observed that the furthest planet has three bodies.""","Alors il écrivit qu'il avait vu -- ""J'ai observé que la planète la plus éloignée a 3 corps."""
And this is what he ended up concluding that he saw.,Et c'est ce qu'il conclut qu'il avait vu.
"So without a theory of planetary rings and with only grainy data, you can't have a good theory.","Donc, sans une théorie des anneaux planétaires, et seulement des données granuleuses, vous ne pouvez pas avoir une bonne théorie."
It wasn't solved until 1655.,Et ce ne fut pas résolu avant 1655.
This is Christiaan Huygens's book that catalogs all the mistakes people made trying to figure out what was going on with Saturn.,"C'est le livre de Christiaan Huygens, dans lequel il catalogua toutes les erreurs que les gens avaient faites en essayant de comprendre ce qui se passait avec Saturne."
"It wasn't till Huygens had two things: He had a good theory of planetary rings and how the solar system operated, and he had better telescopic, more fine-grain data in which he could figure out that as the Earth is going around faster -- according to Kepler's Laws -- than Saturn, then we catch up with it.","Ce ne fut pas avant -- Huygens avait deux choses. Il avait une bonne théorie des anneaux planétaires et de la façon dont le système solaire fonctionnait. Ensuite, son téléscope obtenait des données plus fines, grâce auxquelles il put comprendre que comme la Terre va plus vite -- selon les lois de Kepler -- que Saturne, nous finissons par la rattraper."
"And we see the angles of the rings at different angles, there.","Et nous voyons les anneaux sous des angles différents, comme ici."
"And that, in fact, turns out to be true.",Et ceci est effectivement vrai.
The problem with having a theory is that it may be loaded with cognitive biases.,Le problème quand on a une théorie c'est qu'elle peut être faussée par des erreurs cognitives
"So one of the problems of explaining why people believe weird things is that we have things, on a simple level, and then I'll go to more serious ones.","Donc un des problèmes relatifs à l'explication des croyances étranges c'est que nous avons des tendances, d'abord simples. Et j'en donnerais de plus sérieuses ensuite."
"Like, we have a tendency to see faces.","Par exemple, nous avons tendance à voir des visages."
This is the face on Mars.,"C'est le visage de Mars, qui fut --"
"In 1976, where there was a whole movement to get NASA to photograph that area because people thought this was monumental architecture made by Martians.","en 1976, il y eut tout un mouvement pour que la NASA prenne des photos de cette zone parce que les gens pensaient qu'il s'agissait d'une architecture monumentale conçue par les Martiens."
Here's the close-up of it from 2001.,Et il s'avère que -- voici le gros plan qui date de 2001.
"If you squint, you can still see the face.","Si vous plissez les yeux, vous pouvez encore voir le visage."
"And when you're squinting, you're turning that from fine-grain to coarse-grain, so you're reducing the quality of your data.","Et quand vous plissez, vous faites passer cette image d'un grain fin à un grain épais. Et par conséquent, vous réduisez la qualité de vos données."
"And if I didn't tell you what to look for, you'd still see the face, because we're programmed by evolution to see faces.","Et si je ne vous avais pas dit ce qu'il fallait regarder, vous verriez toujours le visage, parce que nous sommes programmés par l'évolution pour voir des visages."
Faces are important for us socially.,"Socialement, les visages sont importants pour nous."
"And of course, happy faces, faces of all kinds are easy to see.","Et, bien sur, les visages heureux. Des visages de toutes sortes sont faciles à voir."
"You see the happy face on Mars, there.","Vous pouvez voir le visage heureux de Mars, ici."
"If astronomers were frogs, perhaps they'd see Kermit the Frog.","Si les astronomes étaient des grenouilles, peut-être qu'ils verraient Kermit la Grenouille."
Do you see him there? Little froggy legs.,Vous le voyez? avec ses petites cuisses de grenouilles.
Or if geologists were elephants?,Ou si les géologues étaient des éléphants?
Religious iconography.,Iconographie religeuse.
Discovered by a Tennessee baker in 1996.,Découvert par un boulanger du Tennessee en 1996.
He charged five bucks a head to come see the nun bun till he got a cease-and-desist from Mother Teresa's lawyer.,Il faisait payer 5$ par personne pour venir voir le petit pain en forme de nonne jusqu'a ce que l'avocat de Mère Teresa le somme d'arrêter.
"Here's Our Lady of Guadalupe and Our Lady of Watsonville, just down the street, or is it up the street from here?","Ici nous avons Notre Dame De Guadalupe et Notre Dame de Watsonville, qui se trouve juste en bas de la rue. Ou est-ce que c'est en haut de la rue à partir d'ici?"
"Tree bark is particularly good because it's nice and grainy, branchy, black-and-white splotchy and you can get the pattern-seeking -- humans are pattern-seeking animals.","L'écorce d'arbre est particulèrement efficace à cause de sa jolie texture granuleuse, ses taches noires et blanches, et vous pouvez distinguer le motif -- les humains sont des animaux traqueurs de motifs."
Here's the Virgin Mary on the side of a glass window in Sao Paulo.,Voici la Vierge Marie au bord d'une vitre à Sao Paulo.
"Here's when the Virgin Mary made her appearance on a cheese sandwich -- which I got to actually hold in a Las Vegas casino -- of course, this being America.","Et ici, la Vierge Marie qui apparait sur un sandwich au fromage -- que j'ai d'ailleurs tenu dans mes mains dans un casino de Las Vegas, bien sûr, on est en Amérique."
"This casino paid $28,500 on eBay for the cheese sandwich.",Ce casino a dépensé 28500$ sur eBay pour acheter ce sandwich.
But who does it really look like? The Virgin Mary?,Mais est-ce que ça ressemble vraiment à la Vierge Marie?
"It has that sort of puckered lips, 1940s-era look.",Les lèvres font plutôt pin-up des années 40.
"Virgin Mary in Clearwater, Florida.","Vierge Marie à Clearwater, en Floride."
I actually went to see this one.,Je suis allé voir celle-ci.
There was a lot of people there.,Il y avait beaucoup de monde -- les fidèles venaient avec leurs --
"The faithful come in their wheelchairs and crutches, and so on.","fauteuils roulants, leur béquilles, etc."
We went down and investigated.,Et nous sommes allés enquêter.
"Just to give you a size, that's Dawkins, me and The Amazing Randi, next to this two, two and a half story-sized image.","Pour vous donner une idée de la taille -- c'est Dawkins, moi et L'Incroyable Randi, a côté de cette image de deux étages et demi."
"All these candles, thousands of candles people had lit in tribute to this.","Toutes ces bougies, des milliers de bougies que les gens avaient allumé en signe de ferveur."
"So we walked around the backside, to see what was going on.","On est allé faire un tour derrière le batiment, histoire de voir ce qui se passait,"
"It turns out wherever there's a sprinkler head and a palm tree, you get the effect.","Et il s'avère que partout où il y a un arroseur automatique et un palmier, vous obtenez l'effet."
"Here's the Virgin Mary on the backside, which they started to wipe off.","Ici la Vierge Marie de derrière, qu'ils avaient commencé à nettoyer."
I guess you can only have one miracle per building.,J'imagine qu'on a droit qu'à un miracle par building.
"So is it really a miracle of Mary, or is it a miracle of Marge?","Alors est-ce que c'est vraiment un miracle de Marie, ou un miracle de Marge?"
"And now I'm going to finish up with another example of this, with auditory illusions.",Et je conclurai avec un autre exemple du genre avec les illusions auditives.
"There's this film, ""White Noise,"" with Michael Keaton, about the dead talking back to us.","Il y a un film avec Michael Keaton, ""La Voix des Morts"", dans lequel les morts nous répondent."
"By the way, the whole business of talking to the dead is not that big a deal.","Au passage, tout ce cirque de communication avec les morts, c'est pas sorcier."
"Anybody can do it, turns out.",N'importe qui peut le faire en fait.
It's getting the dead to talk back that's the really hard part.,C'est quand il s'agit d'obtenir une réponse que ça se corse.
"In this case, supposedly, these messages are hidden in electronic phenomena.","Dans ce cas, les messages sont censés être cachés dans des phénomènes éléctroniques."
There's a ReverseSpeech.com web page where I downloaded this stuff.,Il y a une page du site ReverseSpeech.com sur laquelle j'ai téléchargé ça.
This is the most famous one of all of these.,C'est le plus connu des trucs de ce genre.
Here's the forward version of the very famous song.,Voici la version normale de la célèbre chanson.
Couldn't you just listen to that all day?,On pouvait écouter ça toute la journée pas vrai?
"All right, here it is backwards, and see if you can hear the hidden messages that are supposedly in there.","Ok, voici la version à l'envers, voyez si vous pouvez entendre les messages cachés qui sont supposés être là-dedans."
Satan!,Vous avez compris quoi?
"What did you get? Audience: Satan! Satan. OK, at least we got ""Satan"".","Michael Shermer: Satan? Ok, nous avons au moins Satan."
"Now, I'll prime the auditory part of your brain to tell you what you're supposed to hear, and then hear it again.","Maintenant, je vais conditionner la partie auditive de votre cerveau en vous disant ce que vous êtes censés entendre, et donc, écoutez à nouveau."
You can't miss it when I tell you what's there.,Vous ne pouvez pas le rater quand je vous dis ce qu'il y a à entendre.
"I'm going to just end with a positive, nice little story.","Bien, je vais finir avec une jolie petite histoire positive"
The Skeptics is a nonprofit educational organization.,les Skeptics sont une organisation éducative à but non lucratif.
We're always looking for little good things that people do.,On est toujours à la recherche de petits trucs biens que les gens font.
"And in England, there's a pop singer.","Et en Angleterre, il y a une chanteuse pop."
"One of the top popular singers in England today, Katie Melua.","Une des plus célèbres en Angleterre aujourd'hui, Katie Melua."
And she wrote a beautiful song.,Et elle a écrit une chanson superbe.
"It was in the top five in 2005, called, ""Nine Million Bicycles in Beijing.""","Elle était dans le top 5 en 2005, ça s'appelait ""9 millions de bicyclettes à Pékin."""
"It's a love story -- she's sort of the Norah Jones of the UK -- about how she much loves her guy, and compared to nine million bicycles, and so forth.","C'est une histoire d'amour -- elle est un peu la Norah Jones anglaise -- qui raconte à quel point elle aime son mec, et elle compare ça à 9 millions de bicyclettes, etc."
And she has this one passage here.,Et il y a ce passage.
"We are 12 billion light-years from the edge That's a guess, No one can ever say it's true, But I know that I will always be with you.",♫ Nous sommes à 12 milliards d'années lumière du bord ♫ ♫ C'est une supposition ♫ ♫ Personne ne pourra jamais dire si c'est vrai ♫ ♫ Mais je sais que je serais toujours avec toi ♫
"Michael Shermer: Well, that's nice. At least she got it close.","C'est joli. Au moins elle est proche du compte,"
"In America it'd be, ""We're 6,000 light years from the edge.""","En Amérique, ce serait plutôt ""Nous sommes à 6000 années lumière du bord."""
"But my friend, Simon Singh, the particle physicist now turned science educator, who wrote the book ""The Big Bang,"" and so on, uses every chance he gets to promote good science.","Mais mon ami Simon Singh, le physicien des particules qui est aujourd'hui devenu un professeur de science, et il a écrit le livre ""Le Big Bang,"" etc. Il ne rate pas une occasion de promouvoir la bonne science."
"And so he wrote an op-ed piece in ""The Guardian"" about Katie's song, in which he said, well, we know exactly how far from the edge.","Et donc, il a écrit une tribune dans le Guardian à propos de la chanson de Katie, dans laquelle il dit que nous savons exactement à combien nous sommes du début de l'univers."
"You know, it's 13.7 billion light years, and it's not a guess.","C'est 13,7 milliards d'années lumière, et ce n'est pas une supposition."
We know within precise error bars how close it is.,Nous le savons avec une marge d'erreur très précise.
"So we can say, although not absolutely true, it's pretty close to being true.","Et donc, nous pouvons dire que même si ce n'est pas absolument vrai, c'est très proche de la vérité."
"And, to his credit, Katie called him up after this op-ed piece came out, and said, ""I'm so embarrassed. I was in the astronomy club.","A sa décharge, Katie l'a appelé dès la parution de la tribune. Et elle lui a dit ""je suis tellement gênée."
"I should've known better.""","J'étais membre du club d'astronomie, et j'aurais dû le savoir."""
And she re-cut the song.,Et elle a modifié la chanson.
So I will end with the new version.  We are 13.7 billion light years from the edge of the observable universe.,"Je finirai donc avec la nouvelle version. ♫ Nous sommes à 13,7 milliards d'années lumière ♫ ♫ du bord de l'univers observable ♫"
That's a good estimate with well-defined error bars.,♫ C'est une bonne estimation avec une marge d'erreur précise ♫
"And with the available information, I predict that I will always be with you.",♫ Et en fonction des informations disponibles ♫ ♫ Je prévois que je serais toujours avec toi ♫
How cool is that?,C'est pas cool ça?
"I love trees, and I'm very lucky, because we live near a wonderful arboretum, and Sundays, usually, I'd go there with my wife and now, with my four-year-old, and we'd climb in the trees, we'd play hide and seek.","J’adore les arbres, et j'ai beaucoup de chance car nous vivons à côté d'un magnifique arboretum, et souvent le dimanche j'y vais avec ma femme et maintenant, avec mon petit de quatre ans on grimpe aux arbres et on joue à cache-cache."
"The second school I was at had big trees too, had a fantastic tulip tree, I think it was the biggest in the country, and it also had a lot of wonderful bushes and vegetation around it, around the playing fields.","Et la deuxième école où j'allais avait de grands arbres aussi. Elle avait un fantastique tulipier, je pense que c'était le plus grand du pays, et il y avait aussi beaucoup de superbes buissons et de la végétation tout autour, autour des terrains de jeux."
"One day I was grabbed by some of my classmates, and taken in the bushes -- I was stripped; I was attacked; I was abused; and this came out of the blue.","Et un jour des camarades de classe m'ont attrapé, et jeté dans les buissons, j'ai été dépouillé, j'ai été attaqué, j'ai été insulté, et c’est venu de nulle part."
